"PlanetIdentifier","TypeFlag","PlanetaryMassJpt","RadiusJpt","PeriodDays","SemiMajorAxisAU","Eccentricity","PeriastronDeg","LongitudeDeg","AscendingNodeDeg","InclinationDeg","SurfaceTempK","AgeGyr","DiscoveryMethod","DiscoveryYear","LastUpdated","RightAscension","Declination","DistFromSunParsec","HostStarMassSlrMass","HostStarRadiusSlrRad","HostStarMetallicity","HostStarTempK","HostStarAgeGyr","ListsPlanetIsOn","Probability_of_life"
"KOI-3681.01",0,4.2,1.97,217.8317626,26.8217751543327,0.473373388410389,181.073069461514,217.18820033061,-145.977880487424,97.5267778220938,1561.13604109879,2.6173333987493,"transit",2015,"15/12/03","19 30 30.582","+37 51 36.63",-1359.25391670314,1.09,2.27,-0.84,6382,9.61568493622178,"Confirmed planets",0
"KOI-3681.02",0,1.60918722107769,0.171,10.51420148,27.265207462913,0.219528876220131,27.0537060298751,461.047028917774,-209.973973737453,79.2442075157945,1849.81973869345,0.565079008769862,"transit",2015,"15/12/03","19 30 30.582","+37 51 36.63",1863.11690998657,1.09,2.27,-0.84,6382,3.59428424067352,"Controversial",0
"KOI-370.01",0,19.4637927423211,0.35,42.88254,0.269,0.11,222.760937476874,304.343766984741,47.365434502936,88.7475566659943,1478.23448908805,1.02450452874908,"transit",2013,"13/09/13","19 25 33","+44 31 44",589.92,1.419,1.98,-0.17395488948736,6022,4.21,"Confirmed planets",0
"KOI-370.02",0,-1.82733395499687,0.228,22.95102,0.178,0.115546575275423,185.232117911091,186.811446351617,69.9548035316896,61.2451515187585,452.313059775566,1.2262534856267,"transit",2013,"13/09/13","19 25 33","+44 31 44",589.92,1.419,1.98,-0.0916946317394807,6022,4.21,"Confirmed planets",0
"KOI-372 b",0,3.25,0.882,125.63243,0.4937,0.172,791,-92.1324325707673,388.017222800525,89.845,1567.38356038992,1.74212439364649,"transit",2015,"15/05/03","19 56 29.39","+41 52 00.3",456.153976348045,1.014,1.122,-0.01,5820,1,"Confirmed planets",0
"KOI-372 c",0,0.3194,0.104711668308622,463.44,-12.0641627714245,0.1701,178.88,306.589567596391,7.2087793433672,91.78,1310.22026191882,2.03479850889858,"timing",2015,"15/05/03","19 56 29.39","+41 52 00.3",1087.85351746237,1.014,1.122,-0.01,5820,1,"Confirmed planets",1
"KOI-3791.02",0,14.1790571037384,0.5442,220.1303357,-1.49679642007562,-0.034364528862689,133.771351643712,378.075445929348,-94.9875556084923,89.95,1412.23450220694,1.0654647481996,"transit",2013,"16/01/09","19 13 53.962","+40 39 04.90",1093.22098277535,1.07,1.24,-0.38,6340,10.1752584491487,"Controversial",0
"KOI-423 b",0,19.1,1.11,21.087212,0.162,0,82.0266161520459,383.514594947752,0.952057863241677,89.23,1935.20168092754,1.54575349011206,"transit",2011,"15/01/27","19 47 50","+46 02 04",1200,1.26,1.25,0.1,6350,1,"Confirmed planets",0
"KOI-428 b",0,2.2,1.17,6.87349,0.08,0,-14.5266948607305,325.671352087598,-130.196957330304,89.7,1154.24004506952,1.19149235518511,"transit",2010,"11/1/2001","19 47 15","+47 31 36",2700,1.48,2.13,0.1,7517.5008676645,0.00853105194661463,"Confirmed planets",0
"KOI-4307.01",0,2.88668642352955,0.2097,160.850816,-7.98158235822744,-0.210272306785954,272.903362317601,340.266877647308,9.59227199440289,89.38,1463.41963673646,1.12756639015614,"transit",2014,"16/01/09","19 39 47.962","+38 36 18.68",439.2529417194,0.98,1.005,-0.42,6175,10.7869130548932,"Controversial",0
"KOI-4427.01",0,-9.22911479648792,0.208,147.6606,0.419,0.252443530920162,94.862458246854,48.426490301742,112.904840029636,89.97,-459.948215591723,3.77468539352469,"transit",2015,"15/01/28","19 40 28.13","+39 16 26.7",240,0.526,0.505,-0.07,3813,3.6,"Controversial",1
"KOI-523.01",0,0.01982,0.64703,49.412,2.01785455974733,0.353544351429505,85.29840819755,115.444255386413,94.8685077859284,69.4240721096882,709.432954104875,1.63109705874331,"transit",2013,"13/09/13","19 04 11","+45 03 11",1387.37,0.93,0.98,0.13358967709554,6197,1.8,"Confirmed planets",0
"KOI-523.02",0,0.00535,0.26428,36.855,-25.152403677767,-0.238828032344405,176.019476884685,196.991634174353,133.861660883748,96.2715395012812,727.110224667683,0.885612656362996,"transit",2013,"13/09/13","19 04 11","+45 03 11",1387.37,0.93,0.98,0.114090530066886,6197,1.8,"Confirmed planets",0
"KOI-55 b",0,0.0014,0.068,0.2401,0.006,0.51801469440714,496.835380146335,127.359303376978,-210.796781489982,202.100732521567,7112,0.950118459458743,"imaging",2011,"15/08/26","19 45 25","+41 05 34",1180,0.496,0.203,-0.692292619864782,27730,6.80735591925709,"Controversial",0
"KOI-55 c",0,0.0021,0.078,0.34289,0.0076,0.308745718267578,550.246671622411,-152.41382174942,57.205582755198,190.184267208817,6319.1,-0.309445047865959,"imaging",2011,"15/08/26","19 45 25","+41 05 34",1180,0.496,0.203,-0.454663689254681,27730,-3.64305293872677,"Controversial",0
"KOI-5800.01",0,0.709429596962745,0.1213,11.0068817,7.04449307934438,0.511120909399041,148.638592913889,390.342001564071,-34.3944985354105,89.95,830.638680994633,2.82503089695608,"transit",2015,"16/01/09","19 09 30.737","+47 46 16.28",1607.55146221016,1.01,1.01,-0.04,6091,7.92618255689519,"Controversial",0
"KOI-680 b",0,0.84,1.99,8.6001536,0.0948,0.129927110799979,89.8324749016604,513.506734019561,-260.008074698631,80.1884000550016,1729,0.0258198858221683,"transit",2012,"15/01/07","19 29 08.959","+43 11 50.21",2070,1.538,3.21,-0.17,6090,1.76621337528376,"Confirmed planets",0
"KOI-806.01",0,0.072666,0.801947,143.213,0.5,0.022,-163,219.848632824409,1.3,64.9617577668567,334.2,2.37174317392596,"transit",2012,"12/1/2026","19 01 08","+38 56 50",924.9,0.99,0.95,0.18,5498,5.87375672219254,"Confirmed planets",0
"KOI-806.02",0,2.013248,1.120903,60.3251,0.3,0.0111,-49,239.143743169366,0,90.32,431.4,1.11670720643728,"transit",2012,"12/1/2026","19 01 08","+38 56 50",924.9,0.99,0.95,0.18,5498,5.94111558342491,"Confirmed planets",0
"KOI-806.03",0,0.035546,0.355,29.334,0.18,0.042,-31,244.87274986016,0.031,90.18,556.9,1.00914537144617,"transit",2012,"12/1/2026","19 01 08","+38 56 50",924.9,0.99,0.95,0.18,5498,13.314095297605,"Confirmed planets",0
"KOI-830 b",0,1.27,1.08,3.52563254,0.0433,0.253860324551779,246.876078469658,153.285720558931,97.9171277945611,89.36,1070,0.307525462423921,"transit",2014,"14/10/02","19 22 20","+40 34 39",720,0.87,0.8,0.09,5150,5,"Confirmed planets",0
"KOI-89.01",0,12.1484075745726,0.45,84.69,-23.1007420761525,-0.0438910986310312,191.767143338823,374.337723036811,-89.9402743423332,89.34,1160.67569397109,2.08992809187272,"transit",2011,"15/10/30","19 59 17.084","+43 48 51.43",1794.93443577509,1.965,2.3,-0.0489562115713943,7717,-0.0711333136536467,"Confirmed planets",0
"KOI-89.02",0,5.85223518657084,0.43,207.58,-16.5360970319652,0.166008748243663,89.2996742347546,202.830900636112,74.3802298543788,90.64,-36.6614403867633,1.48943235311902,"transit",2011,"15/10/30","19 59 17.084","+43 48 51.43",784.888255909168,1.965,2.3,0.249241040923249,7717,-3.98562307229624,"Confirmed planets",0
"Lalande 21185 b",0,0.012,0.0697010129306355,9.8693,7.70414005752789,-0.0223981947562828,32.6454967810689,185.969084545143,193.649605148593,69.3666047034372,1438.64743967334,-0.0760515465742879,"RV",2017,"17/02/14","11 03 20","+35 58 12",2.55,0.46,0.393,0.047575314991616,3828,11.5819753511868,"Controversial",0
"LkCa 15 b",0,6,1.0597406886387,40000,41.5048439845483,0.382442753894485,200.209192795507,263.388613900656,156.342562066195,75.9693688212221,988.389857430874,1.58947262996694,"imaging",2011,"11/10/2019","04 39 18","+22 21 03",145,0.97,4.7311009502525,-0.153869694655549,5150,3.28324975657653,"Confirmed planets",0
"Lupus-TR 3b",0,0.81,0.89,3.91405,0.0464,0,83.6865987772643,469.891176446181,-19.1367372396919,88.3,963.215360285062,0.865025619030518,"transit",2007,"14/05/23","15 30 18.7","-42 58 41.5",2000,0.87,0.82,0.02,5000,-0.153725721663993,"Confirmed planets",0
"Mars",0,0.000337995,0.048489079,686.98,1.52371243,0.09336511,-23.91744784,-4.56813164,49.71320984,1.85181869,60.4360811566747,2.45009007096255,"",2014.83093543239,"12/1/2001","","",1103.80693586842,1,1,1e-08,5778,4.57,"Solar System",1
"Mercury",0,0.000173874,0.034901518,87.97,0.38709843,0.20563661,77.45771895,252.2516672,48.33961819,7.00559432,644.95292498179,1.08829584121048,"",2009.48462465985,"12/1/2001","","",1714.8290636036,1,1,1e-08,5778,4.57,"Solar System",0
"MOA-2007-BLG-192-L b",0,0.01,-0.597653521692215,-2193.77281401903,0.66,0.169614354459587,168.685942697499,199.257825394511,106.940309963083,67.8655913572594,370.841095189753,1.46379369055817,"microlensing",2008,"13/04/06","18 08 04","-27 09 00",700,0.06,-4.7215873447822,-0.226543833342777,3840,8.47009821824464,"Confirmed planets",0
"MOA-2007-BLG-400-L b",0,0.9,-0.227159652885576,10914.1770004223,0.85,0.0256269255179506,3.25225433375448,335.691982560526,-121.60874724829,87.1705230341768,104.6,1.56511692837182,"microlensing",2008,"10/12/2006","18 09 42","-29 13 27",6000,0.35,1.6665521408016,-0.0863590855317014,5700,2.77315207926389,"Confirmed planets",0
"MOA-2008-BLG-310-L b",0,0.23,-0.255833705005167,1137.13018470538,1.25,0.0373054003430629,-147.687153913597,533.597690659931,-269.526110941807,77.0407334376669,152.7,2.12719466848934,"microlensing",2009,"9/8/2010","17 54 14","-34 46 41",6000,0.67,3.13642913180749,-0.0334237566316198,5700,12.959885966508,"Confirmed planets",0
"MOA-2008-BLG-379L b",0,4.1,-0.146474088547332,-100.026860878125,3.3,0.354409113569827,132.986462062415,211.131955471176,-57.1560382606744,48.7966564388517,1275.99160496851,1.95430316381632,"microlensing",2013,"14/04/18","17 58 49","-30 11 49",3300,0.56,-2.87400928874561,-0.0447395330972334,6449.12209230263,6.76617937694813,"Confirmed planets",0
"MOA-2009-BLG-266L b",0,0.0327,-0.638882507307195,2780,3.2,0.278730502721149,71.0792952074307,329.856264547386,52.2596913818142,138.849409981841,80.2109187067858,2.10512902006433,"microlensing",2010,"11/6/2014","17 48 06","-35 00 19",3040,0.56,-0.504676430777719,-0.00358399778253003,5700,0.0804391144565324,"Confirmed planets",0
"MOA-2009-BLG-319 b",0,0.157,-0.583884860429684,-9582.85957220761,2,-0.412704750330029,-246.882976807539,508.649024472489,-180.355192883403,80.7342771294258,865.294883275595,2.9614740995358,"microlensing",2010,"10/10/2012","18 06 58","-26 49 11",6100,0.38,-1.06918496773839,0.0414517173334676,5150,5.11748726133708,"Confirmed planets",0
"MOA-2009-BLG-387L b",0,2.6,-0.271726278317258,1972.3,1.8,0.0667402037193994,-143.04270638642,452.464660964685,-269.290121614667,67.852781109372,449.645254166431,0.605944832644013,"microlensing",2011,"11/2/2004","17 53 51","-33 59 25",5700,0.19,-1.63792421181567,-0.31707717427992,3840,5.08333834747762,"Confirmed planets",0
"MOA-2010-BLG-073L b",0,11,-0.14264536002113,-8236.55822306417,1.21,0.143634907973735,-39.0555859795736,223.859624294685,121.830914617188,95.5652257726829,392.221014973015,1.17140101849332,"microlensing",2012,"12/11/2019","18 10 11","-26 31 22",2800,0.16,1.87569519259706,0.044972164118011,3840,6.50229939788271,"Confirmed planets",0
"MOA-2010-BLG-328L b",0,0.02894,-0.886175444726305,5235.43284695408,0.92,0.206698823219825,-10.97765099411,53.5065247687264,268.840360721667,81.0109268762153,-692.586100209046,1.475183118348,"microlensing",2013,"13/09/30","17 57 59","-30 43 55",810,0.11,-1.15102916802366,0.00183933865660682,4670.65947313599,3.843175887079,"Confirmed planets",0
"MOA-2010-BLG-353L b",0,0.23,-1.48489227945032,-6364.03966516491,17.2721674549496,-0.0382590022102508,-135.087568093653,387.648508449465,-287.340841821182,44.8032623743231,1355.64917873053,2.30111716419313,"microlensing",2015,"15/12/11","18 05 12.94","-27 17 35.64",7170,0.16,-5.62102683455289,-0.251055317398616,7953.92115657044,7.866040442709,"Confirmed planets",0
"MOA-2010-BLG-477L b",0,1.5,0.410251408118288,3364.74002703619,2,0.0578091155245683,156.346922989471,207.484827170475,-15.2719763157176,77.4364791611107,120.7,0.41707151263375,"microlensing",2012,"12/6/2002","18 06 07","-31 27 16",2300,0.67,3.38732836097947,-0.513736080303351,5150,4.92892019420174,"Confirmed planets",0
"MOA-2011-BLG-028L b",0,0.094,-0.363027644094497,-8453.4815046079,4.00313752887701,0.456292420650956,171.270475839537,234.003636759052,-235.498707270109,110.662091213777,527.018664009149,-0.347930883130138,"microlensing",2015,"15/12/11","18 03 24.96","-29 12 48.3",7380,0.75,1.61744207490835,-0.132513177579953,9409.7381234059,-1.31886143341132,"Confirmed planets",1
"MOA-2011-BLG-262Lb",0,0.057,-1.03113391233223,-4772.64686847113,-16.562640521063,-0.0581601976020202,-127.274347041799,540.872351991564,-401.122842547808,113.085391146931,542.024957742363,0.224989238410214,"microlensing",2013,"15/04/20","18 00 23.48","-31 14 42.93",7000,0.12,-0.785775682322779,-0.4507278260262,6748.47714436,12.2521466637535,"Confirmed planets",0
"MOA-2011-BLG-293L b",0,4.8,-0.278464458424549,-2021.37846181348,1.1,-0.00109996019426778,-34.930103929933,391.10345372505,-260.567008610091,103.426808371583,112.1,2.297666974763,"microlensing",2012,"13/10/15","17 55 39","-28 28 37",7700,0.86,0.82,0.0877734268196052,5180,-1.82804915982153,"Confirmed planets",1
"MOA-2011-BLG-322 b",0,7.8,-1.81207736478355,1430.52434597432,3.6,0.190006405972895,-71.9079292235768,281.91089698274,-201.294351745487,65.2569217808236,181.047649130754,0.684108541599719,"microlensing",2013,"13/10/01","18 04 53","-27 13 15",7740,0.31,-4.96972313323167,0.126692919470702,8895.31311511859,9.107190059008,"Confirmed planets",0
"MOA-2012-BLG-311 b",0,0.208,-0.479833674346895,-6825.23707783142,13.6059070765963,0.157135663345777,-99.6940921285987,526.770985324749,-235.648955330606,114.463767443323,619.535374516182,-0.643954906444029,"microlensing",2012,"12/10/2024","18 08 50","-25 57 04",6000,0.280056734425208,5.82155333825703,-0.362462092916536,5460,8.12966317804487,"Controversial",1
"MOA-2013-BLG-220L b",0,0.188780165,-1.09153027591015,2023.69721654038,0.7,0.149359987966139,65.6417108407482,188.569889534905,83.1242523222329,19.3152516187721,639.315038841645,1.70239087301427,"microlensing",2014,"14/03/23","18 03 57","-28 27 19",2000,0.05,-2.67678623735661,-0.115393845269334,5572.63878541446,15.2178901532917,"Confirmed planets",0
"MOA-2013-BLG-605L b",0,0.066,-0.64539597696726,6363.8381602009,-15.6581161716451,-0.234443922618033,91.6699356639482,290.940651729634,-67.1450165105533,68.3529480803757,1344.63218050146,1.26875934362844,"microlensing",2015,"15/12/11","17 58 42.85","-29 23 53.66",3600,0.19,-1.10526558630253,-0.353692179649395,5735.61769270442,9.40990828993531,"Confirmed planets",0
"MOA-bin-1 b",0,3.7,0.0469095340035264,-477.706503773991,8.3,0.222838199774781,190.986037797324,420.338301208946,-13.7240970280325,72.229089389221,1009.92759914399,1.52968949069664,"microlensing",2012,"12/3/2022","17 51 10","-29 47 38",5100,0.75,0.671755947033864,0.0810667555591421,5700,-2.20927204781065,"Confirmed planets",0
"mu Arae b",0,1.676,0.729363483941833,643.25,1.5,0.128,102.416713037724,35.8785062059581,162.452996820187,18.5445884429311,228.7,1.45580828929503,"RV",2000,"9/4/2002","17 44 08","-51 50 02",15.3,1.08,1.245,0.28,5700,-0.95571206543227,"Confirmed planets",1
"mu Arae c",0,0.03321,0.873291498746783,9.6386,0.09094,0.172,300.849651553086,149.392333528626,233.530161335618,85.3690903923866,928.2,0.50786737293553,"RV",2004,"9/4/2002","17 44 08","-51 50 02",15.3,1.08,1.245,0.28,5700,0.574866887376118,"Confirmed planets",0
"mu Arae d",0,0.5219,0.777346811965905,310.55,0.921,0.0666,142.111427742647,132.07779106581,155.024576791037,91.0698351650096,292.1,0.482750545707197,"RV",2004,"9/4/2002","17 44 08","-51 50 02",15.3,1.08,1.245,0.28,5700,-1.36397109039536,"Confirmed planets",1
"mu Arae e",0,1.814,0.245719172596199,4205.8,5.235,0.0985,179.086884289621,140.867908516798,252.048970285879,80.7729835158267,122.5,1.48434745740042,"RV",2006,"9/4/2002","17 44 08","-51 50 02",15.3,1.08,1.245,0.28,5700,3.49929428655146,"Confirmed planets",0
"mu Leo b",0,2.4,1.82513396620086,357.8,1.1,0.09,227.1,251.106660115742,272.535937000752,120.825578548912,801.368405446076,3.28502751741003,"RV",2014,"15/11/26","09 52 45.81654","+26 00 25.0319",38.05,1.5,11.4,0.36,4538.2,3.35,"Confirmed planets",0
"Neptune",0,0.053953,0.35221925,60190.03,30.06952752,0.00895439,46.68158724,304.2228929,131.7863585,1.7700552,-3049.72265517574,0.786331988365135,"",1846,"12/1/2001","","",-4854.97922673044,1,1,1e-08,5778,4.57,"Solar System",0
"NGC 2423 3 b",0,10.6,1.75990857807709,714.3,2.1,0.21,79.9308744512049,345.716020460633,15.7991144015076,51.9173581282037,417.4,2.69205394477738,"RV",2007,"7/11/2027","07 37 09","-13 54 24",766,2.4,8.48333891926951,0.14,5700,-3.61322083550076,"Confirmed planets, Planets in open clusters",0
"NGC 4349 No 127 b",0,19.8,3.18189740166259,677.8,2.38,0.19,103.706720052897,642.479316099477,-273.992102498951,33.3366903567146,599.9,2.25835691806475,"RV",2007,"7/11/2027","12 24 08","-61 52 18",2176,3.9,16.1798973232582,0.288398277467351,5700,2.68172634235065,"Confirmed planets, Planets in open clusters",0
"NN Ser (AB) c",1,6.96,-0.141391701540073,5654.6797,5.389,0.142,317,-39.9442982795453,343.527977484332,53.8893909328833,392.304109847391,2.12969461149187,"timing",2010,"13/06/20","15 52 56","+12 54 47",500,0.776097670216649,-2.55056803266441,0.212242351689327,4936.98223560285,2.54779993069875,"Confirmed planets, Planets in binary systems, P-type",0
"NN Ser (AB) d",1,1.74,0.970316481745209,2793,3.358,0.223,48,231.330958629181,118.812638162422,105.010537603551,400.435200200092,2.88777970822162,"timing",2009,"13/06/20","15 52 56","+12 54 47",500,1.05140414203049,0.998858728990168,0.258567068362875,4652.78148931636,2.70668843276705,"Confirmed planets, Planets in binary systems, P-type",0
"NSVS 14256825 c",1,2.8,0.49561290681116,1276,1.9,0,28.6932953283457,381.478384538751,-2.18813890676876,111.653106662311,655.52596716524,0.872699518352425,"timing",2012,"12/11/2012","20 20 00","+04 37 56",570,1.02840026861295,3.182052294252,-0.168739806614769,5045.12222008135,10.5762686856647,"Controversial, Planets in binary systems, P-type",0
"NSVS 14256825 d",1,8,0.941209628757228,2506,2.9,0.52,154.978317374877,284.771797681192,88.6898554950926,117.897024991243,615.789730981024,1.04261638727731,"timing",2012,"12/11/2012","20 20 00","+04 37 56",570,1.37737757217046,5.83703643784536,0.0844592940910717,6327.55194077679,4.548760033017,"Controversial, Planets in binary systems, P-type",0
"nu Oph b",0,24,2.720309467596,530.32,1.9,0.1256,9.6,680.611642691884,-62.6125165672572,80.9958285257916,1033.25633300102,1.09226950236852,"RV",2004,"15/11/02","17 59 01.59191","-09 46 25.0798",46.21,3.04,15.1,0.13,4928,-4.16930428345208,"Confirmed planets",0
"nu Oph c",0,27,2.99298658294142,3186,6.1,0.165,4.6,618.398284662194,-166.106179177135,39.2665740424761,1522.82560547218,1.40862233135848,"RV",2010,"15/11/02","17 59 01.59191","-09 46 25.0798",46.21,3.04,15.1,0.13,4928,2.19161976659006,"Confirmed planets",1
"NY Virginis (AB) b",1,2.3,0.109086141321957,2900,3.3,0.421579062180805,296.37410597809,186.405429638559,234.068002865579,86.2725940460833,682.463339245277,3.87899107652718,"timing",2011,"12/12/2008","13 38 48","-02 01 49",613.18,0.894154982747636,0.768230970796934,0.0224488938631716,6183.70637225628,-0.349831712037237,"Confirmed planets, Planets in binary systems, P-type",0
"OGLE-05-071L b",0,3.5,0.778356017662425,3600,3.6,-0.274136599938333,-30.4945069849946,363.123969693388,-39.8827630508482,70.7903931823809,1428.49008421198,0.986531637201177,"microlensing",2005,"8/4/2010","17 50 09","-34 40 23",3300,0.46,2.47104091122477,-0.0647024182151505,5700,4.02707514607423,"Confirmed planets",0
